No,Branch Code,Branch Store Name,Province (Khmer),District (English),District (Khmer),Commune (Khmer),NCDD Commune Code,Latitude,Longitude,Phone,Type,Status
300,"PNPA006","Kakab Ti Pir","កណ្តាល","Mukh Kampul","មុខកំពូល","រកាកោង ទី ២","080708","11.563","104.8416","0883794940","Authorized Dealer/ Authorized Agent","In effect"
301,"PNPA007","Dangkao","ភ្នំពេញ","Dangkao","ដង្កោ","ដង្កោ","120501","11.5153","104.8856","060285556","Authorized Dealer/ Authorized Agent","In effect"
302,"PNPA008","Stueng Mean Chey Ti Bei","ភ្នំពេញ","Mean Chey","មានជ័យ","ស្ទឹងមានជ័យទី១","120608","11.5293","104.8768","0975702255","Authorized Dealer/ Authorized Agent","In effect"
303,"PNPA013","Kamboul","ភ្នំពេញ","Kamboul","កំបូល","កំបូល","121401","11.4411","104.7519","0883777126","Authorized Dealer/ Authorized Agent","In effect"
304,"PNPA016","Angk Snuol","កណ្តាល","Angk Snuol","អង្គស្នួល","បែកចាន","080801","11.509205","104.750279","0883999617","Authorized Dealer/ Authorized Agent","In effect"
305,"PNPA017","SOMOL MONORITH","បន្ទាយមានជ័យ","Mongkol Borei","មង្គលបូរី","បន្ទាយនាង","010201","11.535556","104.761811","090614747","Authorized Dealer/ Authorized Agent","In effect"
306,"PNPA019","Ta Nuon","កោះកុង","Botum Sakor","បុទុមសាគរ","តានូន","090103","11.535552","104.761817","090614747","Authorized Dealer/ Authorized Agent","In effect"
307,"PNPA020","Tuol Svay Prey Ti Pir","ភ្នំពេញ","Boeng Keng Kang","បឹងកេងកង","ទួលស្វាយព្រៃទី ២","121307","11.551024","104.904515","0888888086","Authorized Dealer/ Authorized Agent","In effect"
308,"PNPA022","Tien","ភ្នំពេញ","Dangkao","ដង្កោ","ទៀន","120520","11.44122","104.855906","0886939168","Authorized Dealer/ Authorized Agent","In effect"
309,"PNPA023","Chaom Chau Ti Pir","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ចោមចៅទី១","120914","11.52833","104.844216","0883338139","Authorized Dealer/ Authorized Agent","In effect"
310,"PNPA024","Kakab Ti Muoy","កណ្តាល","Mukh Kampul","មុខកំពូល","រកាកោង ទី ១","080707","11.561142","104.841369","068888127","Authorized Dealer/ Authorized Agent","In effect"
311,"PNPA025","Chaom Chau Ti Muoy 01","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ចោមចៅទី១","120914","11.531051","104.809553","0889855597","Authorized Dealer/ Authorized Agent","In effect"
312,"PNPA026","Stueng Mean Chey Ti Muoy","ភ្នំពេញ","Mean Chey","មានជ័យ","ស្ទឹងមានជ័យទី១","120608","11.525871","104.875463","0713440004","Authorized Dealer/ Authorized Agent","In effect"
313,"PNPA027","Boeng Tumpun Ti Pir","ភ្នំពេញ","Chamkar Mon","ចំការមន","ទួលទំពូងទី ២","120109","11.514045","104.920608","0972797979","Authorized Dealer/ Authorized Agent","In effect"
314,"PNPA028","Chaom Chau Ti Muoy 02","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ចោមចៅទី២","120915","11.5215","104.8725","0973004449","Authorized Dealer/ Authorized Agent","In effect"
315,"PNPA029","Stueng Mean Chey Ti Pir","ភ្នំពេញ","Mean Chey","មានជ័យ","ស្ទឹងមានជ័យទី១","120608","11.524998","104.89214","0719226226","Authorized Dealer/ Authorized Agent","In effect"
316,"PNPA030","Stueng Mean Chey Ti Muoy","ភ្នំពេញ","Mean Chey","មានជ័យ","ស្ទឹងមានជ័យទី១","120608","11.548701","104.896919","068997172","Authorized Dealer/ Authorized Agent","In effect"
317,"PNPA031","Dangkao 01","ភ្នំពេញ","Dangkao","ដង្កោ","ដង្កោ","120501","11.5064","104.8867","0978287070","Authorized Dealer/ Authorized Agent","In effect"
318,"PNPA032","Spean Thma","ភ្នំពេញ","Dangkao","ដង្កោ","ស្ពានថ្ម","120519","11.4607","104.8898","0882212222","Authorized Dealer/ Authorized Agent","In effect"
319,"PNPA033","Cheung Aek","ភ្នំពេញ","Dangkao","ដង្កោ","ជើងឯក","120515","11.495626","104.893718","0889179899","Authorized Dealer/ Authorized Agent","In effect"
320,"PNPA034","Dangkao 02","ភ្នំពេញ","Dangkao","ដង្កោ","ដង្កោ","120501","11.43287","105.59722","0889501199","Authorized Dealer/ Authorized Agent","In effect"
321,"PNPA035","Ruessei Kaev 01","ភ្នំពេញ","Russey Keo","ឫស្សីកែវ","ឫស្សីកែវ","120706","11.612098","104.916483","0978252064","Authorized Dealer/ Authorized Agent","In effect"
322,"PNPA036","Phsar Daeum Kor","ភ្នំពេញ","Tuol Kouk","ទួលគោក","ផ្សារដើមគរ","120409","11.5558","104.903971","067444429","Authorized Dealer/ Authorized Agent","In effect"
323,"PNPA037","Ruessei Kaev 02","ភ្នំពេញ","Russey Keo","ឫស្សីកែវ","ឫស្សីកែវ","120706","11.60771","104.910754","0977779525","Authorized Dealer/ Authorized Agent","In effect"
324,"PNPA038","Kouk Khleang","ភ្នំពេញ","Saensokh","សែនសុខ","គោកឃ្លាង","120809","11.597575","104.868313","0884006677","Authorized Dealer/ Authorized Agent","In effect"
325,"PNPA039","Phnum Penh Thmei","ភ្នំពេញ","Saensokh","សែនសុខ","ភ្នំពេញថ្មី","120801","11.572758","104.871636","0885712259","Authorized Dealer/ Authorized Agent","In effect"
326,"PNPA040","Tuek Thla 02","បន្ទាយមានជ័យ","Serei Saophoan","សិរីសោភ័ណ","ទឹកថ្លា","010608","11.553224","104.885042","0973333018","Authorized Dealer/ Authorized Agent","In effect"
327,"PNPA041","Oulampik 02","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","ទួលអំពិល","050111","11.554833","104.910783","0976606888","Authorized Dealer/ Authorized Agent","In effect"
328,"PNPA043","Preaek Pra","ភ្នំពេញ","Chbar Ampov","ច្បារអំពៅ","ព្រែកប្រា","121204","11.5047","104.9453","067426467","Authorized Dealer/ Authorized Agent","In effect"
329,"PNPA044","Phsar Chas","ភ្នំពេញ","Doun Penh","ដូនពេញ","ផ្សារចាស់","120209","11.572105","104.924878","0883633319","Authorized Dealer/ Authorized Agent","In effect"
330,"PNPA045","Boeng Proluet","ភ្នំពេញ","Prampir Meakkakra","៧មករា","បឹងព្រលឹត","120308","11.561033","104.91571","0976333853","Authorized Dealer/ Authorized Agent","In effect"
331,"PNPA046","Chaom Chau Ti Bei 01","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ចោមចៅទី១","120914","11.532243","104.832501","066782866","Authorized Dealer/ Authorized Agent","In effect"
332,"PNPA047","Phsar Thmei Ti Bei","ភ្នំពេញ","Doun Penh","ដូនពេញ","ផ្សារថ្មីទី ៣","120203","11.567417","104.92398","0886785800","Authorized Dealer/ Authorized Agent","In effect"
333,"PNPA048","Chrang Chamreh Ti Pir","ភ្នំពេញ","Russey Keo","ឫស្សីកែវ","ច្រាំងចំរេះទី ២","120712","11.630997","104.903476","0714224400","Authorized Dealer/ Authorized Agent","In effect"
334,"PNPA051","Tuek L'ak Ti Bei","ភ្នំពេញ","Tuol Kouk","ទួលគោក","ទឹកល្អក់ទី ៣","120406","11.55678","104.893393","066841666","Authorized Dealer/ Authorized Agent","In effect"
335,"PNPA052","Chak Angrae Kraom","ភ្នំពេញ","Mean Chey","មានជ័យ","ចាក់អង្រែក្រោម","120607","11.50926","104.937224","0717102101","Authorized Dealer/ Authorized Agent","In effect"
336,"PNPA055","Boeng Tumpun Ti Muoy","ភ្នំពេញ","Chamkar Mon","ចំការមន","ទួលទំពូងទី ១","120110","11.520161","104.916818","0972888509","Authorized Dealer/ Authorized Agent","In effect"
337,"PNPA059","Phsar Toch","ភ្នំពេញ","Doun Penh","ដូនពេញ","ផ្សារចាស់","120209","104.916787","11.590202","0979994030","Authorized Dealer/ Authorized Agent","In effect"
338,"PNPA060","Phsar Thmei Ti Muoy","ភ្នំពេញ","Doun Penh","ដូនពេញ","ផ្សារថ្មីទី ១","120201","11.570329","104.921707","0713537070","Authorized Dealer/ Authorized Agent","In effect"
339,"PNPA064","Prey Pring Khang Tboung 2","កំពត","Kampong Trach","កំពង់ត្រាច","ស្វាយទងខាងត្បូង","070616","11.524598","104.826706","0976639839","Authorized Dealer/ Authorized Agent","In effect"
340,"PNPA069","Ou Baek K am","ភ្នំពេញ","Saensokh","សែនសុខ","អូរបែកក្អម","120808","11.5524","104.8851","068389888","Authorized Dealer/ Authorized Agent","In effect"
341,"PNPA070","Nirouth","ភ្នំពេញ","Chbar Ampov","ច្បារអំពៅ","និរោធ","121203","11.519818","104.945927","068362286","Authorized Dealer/ Authorized Agent","In effect"
342,"PNPA071","Chong Khsach","ត្បូងឃ្មុំ","Dambae","តំបែរ","ចុងជាច","250101","104.915295","11.588579","015604030","Authorized Dealer/ Authorized Agent","In effect"
343,"PNPA072","Phsar Toch","ភ្នំពេញ","Doun Penh","ដូនពេញ","ផ្សារចាស់","120209","104.907171","11.590341","089966655","Authorized Dealer/ Authorized Agent","In effect"
344,"PNPA073","Phsar Depou Ti Pir Phum 2","ភ្នំពេញ","Tuol Kouk","ទួលគោក","ផ្សារដេប៉ូទី ២","120402","11.566332","104.905016","060243536","Authorized Dealer/ Authorized Agent","In effect"
345,"PNPA074","Tuek Thla","បន្ទាយមានជ័យ","Serei Saophoan","សិរីសោភ័ណ","ទឹកថ្លា","010608","11.5576","104.8686","066366789","Authorized Dealer/ Authorized Agent","In effect"
346,"PNPA079","Kab Phluk","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","កាត់ភ្លុក","050102","11.502116","104.806126","0975203928","Authorized Dealer/ Authorized Agent","In effect"
347,"PNPA080","Phleung Chheh Roteh","ភ្នំពេញ","Kamboul","កំបូល","ភ្លើងឆេះរទេះ","121405","11.491788","104.81429","","Authorized Dealer/ Authorized Agent","In effect"
348,"PNPA081","Phsar Thmei Ti Bei Phum 3","ភ្នំពេញ","Doun Penh","ដូនពេញ","ផ្សារថ្មីទី ៣","120203","11.565271","104.923624","0979700868","Authorized Dealer/ Authorized Agent","In effect"
349,"PNPA087","Boeng Tumpun Ti Muoy","ភ្នំពេញ","Chamkar Mon","ចំការមន","ទួលទំពូងទី ១","120110","11.530862","104.912548","060673337","Authorized Dealer/ Authorized Agent","In effect"
350,"PNPA088","Chaom Chau Ti Bei 02","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ចោមចៅទី២","120915","11.537322","104.815671","066778278","Authorized Dealer/ Authorized Agent","In effect"
351,"PNPA091","Chaom Chau 2 Phum 1","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ចោមចៅទី១","120914","11.52026","104.806014","0882597401","Authorized Dealer/ Authorized Agent","In effect"
352,"PNPA095","Wat Nirouth","ភ្នំពេញ","Chbar Ampov","ច្បារអំពៅ","និរោធ","121203","11.522177","104.9465878","0316888165","Authorized Dealer/ Authorized Agent","In effect"
353,"PNPA096","Tuek L ak Ti Bei Phum 2","ភ្នំពេញ","Tuol Kouk","ទួលគោក","ទឹកល្អក់ទី ៣","120406","11.566","104.89096","0973366376","Authorized Dealer/ Authorized Agent","In effect"
354,"PNPA100","Tuol Pongro","បន្ទាយមានជ័យ","Malai","ម៉ាឡៃ","ទួលពង្រ","010905","11.513179","104.858848","0889202999","Authorized Dealer/ Authorized Agent","In effect"
355,"PNPP001","Chamkar Mon","ភ្នំពេញ","Chamkar Mon","ចំការមន","ទន្លេបាសាក់","120101","11.5498322","104.9003168","0886479090","Post office","In effect"
356,"PNPP002","Mean Chey 01","Battambang","Samlout","សំឡូត","មានជ័យ","020906","11.5121","104.93619","0713951242","Post office","In effect"
357,"PNPP003","Mean Chey 02","Battambang","Samlout","សំឡូត","មានជ័យ","020906","11.547075","104.884","0315500998","Post office","In effect"
358,"PNPP004","Preaek Pnov","ភ្នំពេញ","Praek Pnov","ព្រែកព្នៅ","ព្រែកព្នៅ","121101","11.6583","104.8637","0717674227","Post office","In effect"
359,"PNPP005","Chbar Ampov","កំពង់ចាម","Batheay","បាធាយ","ច្បារអំពៅ","030102","11.5317","104.9369","0975582123","Post office","In effect"
360,"PNPP006","Tuol Kouk","ភ្នំពេញ","Tuol Kouk","ទួលគោក","ផ្សារដេប៉ូទី ១","120401","11.5903","104.8974","0976243981","Post office","In effect"
361,"PNPP007","Boeng Keng Kang","ភ្នំពេញ","Boeng Keng Kang","បឹងកេងកង","បឹងកេងកងទី ១","121301","11.55514","104.915931","0977681433","Post office","In effect"
362,"PNPP008","Pou Saen Chey 01","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ត្រពាំងក្រសាំង","120901","11.561082","104.853001","0977872172","Post office","In effect"
363,"PNPP009","Pou Saen Chey 02","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ត្រពាំងក្រសាំង","120901","11.5302","104.8521","0712265139","Post office","In effect"
364,"PNPP010","Chraoy Chongvar","ភ្នំពេញ","Chrouy Changvar","ជ្រោយចង្វារ","ជ្រោយចង្វារ","121001","11.6407","104.918","068288779","Post office","In effect"
365,"PNPP011","Dangkao","ភ្នំពេញ","Dangkao","ដង្កោ","ដង្កោ","120501","11.50786","104.8915","0883331768","Post office","In effect"
366,"PNPP012","Kamboul","ភ្នំពេញ","Kamboul","កំបូល","កំបូល","121401","11.518005","104.774501","","Post office","In effect"
367,"PNPP013","Saen Sokh","សៀមរាប","Kralanh","ក្រឡាញ់","សែនសុខ","170607","11.590052","104.876093","0889432820","Post office","In effect"
368,"PNPP014","Doun Penh","ភ្នំពេញ","Doun Penh","ដូនពេញ","ផ្សារថ្មីទី ១","120201","11.56927","104.91889","0888985557","Post office","In effect"
369,"PNPS001","Phsar Thmei Ti Muoy","ភ្នំពេញ","Doun Penh","ដូនពេញ","ផ្សារថ្មីទី ១","120201","11.566858","104.920799","","Post office","In effect"
370,"PNPS002","Boeng Kak Ti Pir","ភ្នំពេញ","Tuol Kouk","ទួលគោក","បឹងកក់ទី ២","120408","11.573333","104.897194","","Post office","In effect"
371,"PNPS003","Nirouth","ភ្នំពេញ","Chbar Ampov","ច្បារអំពៅ","និរោធ","121203","11.531241","104.941846","","Post office","In effect"
372,"PNPS004","Tuek Thla","បន្ទាយមានជ័យ","Serei Saophoan","សិរីសោភ័ណ","ទឹកថ្លា","010608","11.562672","104.877815","","Post office","In effect"
373,"PNPS005","Chaom Chau Ti Muoy 01","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ចោមចៅទី១","120914","11.532352","104.832526","","Post office","In effect"
374,"PNPS006","Srah Chak","ភ្នំពេញ","Doun Penh","ដូនពេញ","ស្រះចក","120210","11.585659","104.915881","","Post office","In effect"
375,"PNPS007","Tuol Svay Prey Ti Pir","ភ្នំពេញ","Boeng Keng Kang","បឹងកេងកង","ទួលស្វាយព្រៃទី ២","121307","11.550046","104.904741","","Post office","In effect"
376,"PNPS008","Chaom Chau Ti Muoy 02","ភ្នំពេញ","Pur SenChey","ពោធិ៍សែនជ័យ","ចោមចៅទី២","120915","11.532598","104.870151","","Post office","In effect"
377,"TEST","MAPBCCS","Phnom Penh Branch","MAPBCCS","MAPBCCS","MAPBCCS","","11.55094","104.93591","0314930000","Authorized Dealer/ Authorized Agent","Out of effect"
378,"PREA001","Prey Pnov 01","ព្រៃវែង","Pea Reang","ពារាំង","ព្រៃព្នៅ","140807","11.611617","105.367041","0888814399","Authorized Dealer/ Authorized Agent","In effect"
379,"PREA002","Prey Kanlaong","ព្រៃវែង","Pur Rieng","ពោធិ៍រៀង","ព្រៃកន្លោង","141104","11.548952","105.321298","0888864046","Authorized Dealer/ Authorized Agent","In effect"
380,"PREA003","Svay Antor 01","ព្រៃវែង","Svay Antor","ស្វាយអន្ទរ","អង្គរទ្រេត","141301","11.571646","105.420105","0888881669","Authorized Dealer/ Authorized Agent","In effect"
381,"PREA004","Svay Antor 02","ព្រៃវែង","Svay Antor","ស្វាយអន្ទរ","អង្គរទ្រេត","141301","11.59789","105.420474","0977610036","Authorized Dealer/ Authorized Agent","In effect"
382,"PREA005","Preaek Ta Sar","ព្រៃវែង","Pur Rieng","ពោធិ៍រៀង","ព្រែកតាសរ","141107","11.5544","105.127824","0718880188","Authorized Dealer/ Authorized Agent","In effect"
383,"PREA006","Prey Daeum Thnoeng","ព្រៃវែង","Sithor Kandal","ស៊ីធរកណ្ដាល","ព្រៃដើមថ្នឹង","141208","11.775516","105.369815","0975161696","Authorized Dealer/ Authorized Agent","In effect"
384,"PREA007","Roka","Battambang","Sangkae","សង្កែ","រកា","020804","11.664424","105.225004","0887923737","Authorized Dealer/ Authorized Agent","In effect"
385,"PREA008","Prey Pnov 02","ព្រៃវែង","Pea Reang","ពារាំង","ព្រៃព្នៅ","140807","11.648247","105.34067","068663933","Authorized Dealer/ Authorized Agent","In effect"
386,"PREA009","Smaong Khang Cheung","ព្រៃវែង","Kamchay Mear","កំចាយមារ","ស្មោងខាងជើង","140206","11.553368","105.600953","0717764777","Authorized Dealer/ Authorized Agent","In effect"
387,"PREA010","Tnaot","ព្រៃវែង","Kanhchriech","កញ្ជ្រៀច","ត្នោត","140408","11.743958","105.530275","0716638822","Authorized Dealer/ Authorized Agent","In effect"
388,"PREA011","Kranhung","ព្រៃវែង","Kamchay Mear","កំចាយមារ","ក្រញូង","140203","11.575922","105.662392","0979227625","Authorized Dealer/ Authorized Agent","In effect"
389,"PREA012","Chres 01","កំពង់ឆ្នាំង","Kampong Tralach","កំពង់ត្រឡាច","ច្រេស","040503","11.342191","105.622593","0713644302","Authorized Dealer/ Authorized Agent","In effect"
390,"PREA013","Prasat","បន្ទាយមានជ័យ","Preah Netr Preah","ព្រះនេត្រព្រះ","ប្រាសាទ","010404","11.147729","105.541211","0314262232","Authorized Dealer/ Authorized Agent","In effect"
391,"PREA014","Angkor Sar","ព្រៃវែង","Me Sang","មេសាង","អង្គរសរ","140501","11.268447","105.667765","0887732183","Authorized Dealer/ Authorized Agent","In effect"
392,"PREA015","Banteay Chakrei 01","ព្រៃវែង","Preah Sdach","ព្រះស្ដេច","បន្ទាយចក្រី","140902","11.029347","105.378702","090348958","Authorized Dealer/ Authorized Agent","In effect"
393,"PREA016","Boeng Preah","ព្រៃវែង","Ba Phnum","បាភ្នំ","បឹងព្រះ","140101","11.325107","105.440185","0716909494","Authorized Dealer/ Authorized Agent","In effect"
394,"PREA017","Preaek Khsay Kha","ព្រៃវែង","Peam Ro","ពាមរក៍","ព្រែកខ្សាយ ខ","140707","11.263423","105.284942","090236222","Authorized Dealer/ Authorized Agent","In effect"
395,"PREA018","Prey Totueng","ព្រៃវែង","Me Sang","មេសាង","ព្រៃទទឹង","140506","11.39061","105.609572","0978381594","Authorized Dealer/ Authorized Agent","In effect"
396,"PREA019","Kampong Trabaek","ព្រៃវែង","Kampong Trabaek","កំពង់ត្របែក","អន្សោង","140301","11.142464","105.482792","0978993411","Authorized Dealer/ Authorized Agent","In effect"
397,"PREA020","Angkor Reach","ព្រៃវែង","Preah Sdach","ព្រះស្ដេច","អង្គររាជ្យ","140901","11.095309","105.384188","0978931026","Authorized Dealer/ Authorized Agent","In effect"
398,"PREA021","Banteay Chakrei 02","ព្រៃវែង","Preah Sdach","ព្រះស្ដេច","បន្ទាយចក្រី","140902","10.966321","105.42245","0714884338","Authorized Dealer/ Authorized Agent","In effect"
399,"PREA022","Chres 02","កំពង់ឆ្នាំង","Kampong Tralach","កំពង់ត្រឡាច","ច្រេស","040503","11.352907","105.646832","0979060115","Authorized Dealer/ Authorized Agent","In effect"
400,"PREA023","Peam Ro","ព្រៃវែង","Peam Ro","ពាមរក៍","បាបោង","140701","11.32042","105.283219","0314440002","Authorized Dealer/ Authorized Agent","In effect"
401,"PREA024","Chheu Kach","ព្រៃវែង","Ba Phnum","បាភ្នំ","ឈើកាច់","140103","11.256568","105.400833","0315555262","Authorized Dealer/ Authorized Agent","In effect"
402,"PREA025","Peam Muntear","ព្រៃវែង","Kampong Trabaek","កំពង់ត្របែក","ពាមមន្ទារ","140308","11.008778","105.464324","0712220180","Authorized Dealer/ Authorized Agent","In effect"
403,"PREA026","Prey Tueng","ព្រៃវែង","Sithor Kandal","ស៊ីធរកណ្ដាល","ព្រៃទឹង","141209","11.739997","105.372161","0314874949","Authorized Dealer/ Authorized Agent","In effect"
404,"PREA027","CHHEANG SEANGKHIN","កំពង់ឆ្នាំង","Sameakki Mean Chey","សាមគ្គីមានជ័យ","ឈានឡើង","040701","11.31939","105.399572","090772299","Authorized Dealer/ Authorized Agent","In effect"
405,"PREA028","Sao Raksmey","បន្ទាយមានជ័យ","Svay Chek","ស្វាយចេក","ស្លក្រាម","010803","11.84313","105.370159","0972706439","Authorized Dealer/ Authorized Agent","In effect"
406,"PREA029","Kampong Soeng","ព្រៃវែង","Preah Sdach","ព្រះស្ដេច","កំពង់សឹង","140905","11.215623","105.347501","0884653111","Authorized Dealer/ Authorized Agent","In effect"
407,"PREA030","Me Sang","ព្រៃវែង","Me Sang","មេសាង","អង្គរសរ","140501","11.327182","105.541394","0317000006","Authorized Dealer/ Authorized Agent","In effect"
408,"PREA031","Kampong Trabaek","ព្រៃវែង","Kampong Trabaek","កំពង់ត្របែក","អន្សោង","140301","11.197135","105.515982","0889916636","Authorized Dealer/ Authorized Agent","In effect"
409,"PREA032","Peam Ro","ព្រៃវែង","Peam Ro","ពាមរក៍","បាបោង","140701","11.343899","105.305749","0884311255","Authorized Dealer/ Authorized Agent","In effect"
410,"PREA033","Svay Antor","ព្រៃវែង","Svay Antor","ស្វាយអន្ទរ","អង្គរទ្រេត","141301","11.462464","105.498355","0716334505","Authorized Dealer/ Authorized Agent","In effect"
411,"PREA034","Kamchay Mear","ព្រៃវែង","Kamchay Mear","កំចាយមារ","ជាច","140201","11.62477","105.761708","0712897000","Authorized Dealer/ Authorized Agent","In effect"
412,"PREP001","Prey Veng","ព្រៃវែង","Prey Veng","ព្រៃវែង","បារាយណ៍","141001","11.4895","105.329192","0712930022","Post office","In effect"
413,"PRES001","Kampong Leav","ព្រៃវែង","Prey Veng","ព្រៃវែង","កំពង់លាវ","141003","11.486712","105.326166","0973330402","Post office","In effect"
414,"PRES002","Preaek Khsay Kha","ព្រៃវែង","Peam Ro","ពាមរក៍","ព្រែកខ្សាយ ខ","140707","11.261454","105.289131","0889401311","Post office","In effect"
415,"PRES003","Chheu Kach","ព្រៃវែង","Ba Phnum","បាភ្នំ","ឈើកាច់","140103","11.256791","105.400789","","Post office","In effect"
416,"PRES004","Chheu Kach","ព្រៃវែង","Ba Phnum","បាភ្នំ","ឈើកាច់","140103","11.256732","105.400851","068406208","Post office","In effect"
417,"PRES005","Roka","Battambang","Sangkae","សង្កែ","រកា","020804","11.663987","105.221573","0973856137","Post office","In effect"
418,"PRHA001","Pal Hal","ព្រះវិហារ","Preah Vihear","ព្រះវិហារ","ប៉ាលហាល","130802","13.737871","104.978647","0972269860","Authorized Dealer/ Authorized Agent","In effect"
419,"PRHA002","Toek Kraham","ព្រះវិហារ","Choam Ksant","ជាំក្សាន្ដ","ទឹកក្រហម","130302","14.148894","105.082134","0974833461","Authorized Dealer/ Authorized Agent","In effect"
420,"PRHA003","Rumdaoh Srae","ព្រះវិហារ","Choam Ksant","ជាំក្សាន្ដ","រំដោះស្រែ","130304","14.171889","104.787173","066286770","Authorized Dealer/ Authorized Agent","In effect"
421,"PRHA004","Kantuot","ក្រចេះ","Chetr Borei","ចិត្របុរី","កន្ទួត","100604","14.238194","104.728915","0889903333","Authorized Dealer/ Authorized Agent","In effect"
422,"PRHA005","Kuleaen Tboung","ព្រះវិហារ","Kuleaen","គូលែន","គូលែនត្បូង","130401","13.818537","104.702415","0313309030","Authorized Dealer/ Authorized Agent","In effect"
423,"PRHA006","Choam Khsan","ព្រះវិហារ","Choam Ksant","ជាំក្សាន្ដ","ជាំក្សាន្ដ","130301","14.220675","104.943625","0316692222","Authorized Dealer/ Authorized Agent","In effect"
424,"PRHA007","Kampong Sralau Pir","ព្រះវិហារ","Chhaeb","ឆែប","កំពង់ស្រឡៅពីរ","130208","13.975337","105.848255","0977477105","Authorized Dealer/ Authorized Agent","In effect"
425,"PRHA008","Chamraeun","ព្រះវិហារ","Sangkum Thmei","សង្គមថ្មី","ចំរើន","130601","13.579335","104.896452","0979999660","Authorized Dealer/ Authorized Agent","In effect"
426,"PRHA009","S'ang","កណ្តាល","S'ang","ស្អាង","ខ្ពប","081001","13.653966","105.260717","0887799550","Authorized Dealer/ Authorized Agent","In effect"
427,"PRHA010","Preah Khleang","ព្រះវិហារ","Tbaeng Mean Chey","ត្បែងមានជ័យ","ព្រះឃ្លាំង","130706","13.620566","105.030259","0883220036","Authorized Dealer/ Authorized Agent","In effect"
428,"PRHA011","Robieb","ព្រះវិហារ","Rovieng","រវៀង","របៀប","130501","13.357681","105.114889","0972123227","Authorized Dealer/ Authorized Agent","In effect"
429,"PRHA012","Chhaeb Muoy","ព្រះវិហារ","Chhaeb","ឆែប","ឆែបមួយ","130201","13.768454","105.408876","0977268488","Authorized Dealer/ Authorized Agent","In effect"
430,"PRHA013","Rummeakney","Battambang","Samlout","សំឡូត","មានជ័យ","020906","13.304101","105.002355","0312353506","Authorized Dealer/ Authorized Agent","In effect"
431,"PRHA015","Phnum Tbaeng Pir","ព្រះវិហារ","Kuleaen","គូលែន","ភ្នំត្បែងពីរ","130405","13.716508","104.77564","0975434842","Authorized Dealer/ Authorized Agent","In effect"
432,"PRHA016","Srayang","ព្រះវិហារ","Kuleaen","គូលែន","ស្រយង់","130406","13.705809","104.545423","0882224111","Authorized Dealer/ Authorized Agent","In effect"
433,"PRHP001","Preah Vihear","ព្រះវិហារ","Preah Vihear","ព្រះវិហារ","កំពង់ប្រណាក","130801","13.794295","104.97836","0974477281","Post office","In effect"
434,"PRHS001","Kampong Pranak","ព្រះវិហារ","Preah Vihear","ព្រះវិហារ","កំពង់ប្រណាក","130801","13.805255","104.97862","0977778830","Post office","In effect"
435,"PURA001","Kandieng","ពោធិ៍សាត់","Kandieng","កណ្ដៀង","អន្លង់វិល","150201","12.584246","103.956298","0975599822","Authorized Dealer/ Authorized Agent","In effect"
436,"PURA002","Srae Sdok","ពោធិ៍សាត់","Kandieng","កណ្ដៀង","ស្រែស្ដុក","150206","12.662178","103.94826","060382388","Authorized Dealer/ Authorized Agent","In effect"
437,"PURA003","Chheu Tom","ពោធិ៍សាត់","Krakor","ក្រគរ","ឈើតុំ","150304","12.296662","104.174028","0712510096","Authorized Dealer/ Authorized Agent","In effect"
438,"PURA004","Phteah Rung","ពោធិ៍សាត់","Ta Lou Senchey","តាលោសែនជ័យ","ផ្ទះរុង","150702","12.423372","103.729909","0883656115","Authorized Dealer/ Authorized Agent","In effect"
439,"PURA005","Sna Ansa","ពោធិ៍សាត់","Krakor","ក្រគរ","ស្នាអន្សា","150309","12.53697","104.145334","0977934754","Authorized Dealer/ Authorized Agent","In effect"
440,"PURA006","Leach","ពោធិ៍សាត់","Phnum Kravanh","ភ្នំក្រវ៉ាញ","លាច","150402","12.351028","103.768345","0973333773","Authorized Dealer/ Authorized Agent","In effect"
441,"PURA007","Ta Lou 01","ពោធិ៍សាត់","Ta Lou Senchey","តាលោសែនជ័យ","តាលោ","150701","12.4878","103.5941","0715421918","Authorized Dealer/ Authorized Agent","In effect"
442,"PURA008","Anlung Tnaot","ពោធិ៍សាត់","Krakor","ក្រគរ","អន្លង់ត្នោត","150301","12.533559","104.204472","0974178777","Authorized Dealer/ Authorized Agent","In effect"
443,"PURA009","Me Tuek","ពោធិ៍សាត់","Bakan","បាកាន","មេទឹក","150104","12.69584","103.740165","067300991","Authorized Dealer/ Authorized Agent","In effect"
